elapsed time,timestamp,topic,value
32.092,1774501335.716000000,/odom_adapted.pose.pose.position.x,0
32.092,1774501335.716000000,/odom_adapted.pose.pose.position.x,0
32.093,1774501335.717000000,/odom_adapted.pose.pose.position.x,0
32.093,1774501335.717000000,/odom_adapted.pose.pose.position.x,0
32.095,1774501335.719000000,/odom_adapted.pose.pose.position.x,0
32.095,1774501335.719000000,/odom_adapted.pose.pose.position.x,0
32.096,1774501335.720000000,/odom_adapted.pose.pose.position.x,0
32.137,1774501335.761000000,/odom_adapted.pose.pose.position.x,0
32.137,1774501335.761000000,/odom_adapted.pose.pose.position.x,0
32.723,1774501336.347000000,/odom_adapted.pose.pose.position.x,0
32.725,1774501336.349000000,/odom_adapted.pose.pose.position.x,0
32.726,1774501336.350000000,/odom_adapted.pose.pose.position.x,0
32.726,1774501336.350000000,/odom_adapted.pose.pose.position.x,0
32.726,1774501336.350000000,/odom_adapted.pose.pose.position.x,0
32.726,1774501336.350000000,/odom_adapted.pose.pose.position.x,0
32.756,1774501336.380000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.758,1774501336.382000000,/odom_adapted.pose.pose.position.x,0
32.796,1774501336.420000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.818,1774501336.442000000,/odom_adapted.pose.pose.position.x,0
32.839,1774501336.463000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.84,1774501336.464000000,/odom_adapted.pose.pose.position.x,0
32.882,1774501336.506000000,/odom_adapted.pose.pose.position.x,0
32.882,1774501336.506000000,/odom_adapted.pose.pose.position.x,0
32.882,1774501336.506000000,/odom_adapted.pose.pose.position.x,0
32.882,1774501336.506000000,/odom_adapted.pose.pose.position.x,0
32.882,1774501336.506000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.883,1774501336.507000000,/odom_adapted.pose.pose.position.x,0
32.917,1774501336.541000000,/odom_adapted.pose.pose.position.x,0
32.917,1774501336.541000000,/odom_adapted.pose.pose.position.x,0
32.917,1774501336.541000000,/odom_adapted.pose.pose.position.x,0
32.917,1774501336.541000000,/odom_adapted.pose.pose.position.x,0
32.917,1774501336.541000000,/odom_adapted.pose.pose.position.x,0
